Work Order,Description,Description Google Translate,Asset Group,Asset Number,Asset Description,Create Date,Scheduled Start Date,Priority,Status,Owning Department,Work Order Type,Activity,Wip Accounting Class,Month, Actual Equipment Cost ,Labour Cost Group,Material Cost Group,Total Cost Group
3341724,SELLOS Y VISOR DEL TANQUE HIDRAULICO Y TRANSMISION.PCR34,VISOR TANK SEALS AND HYDRAULIC AND TRANSMISION.PCR34,CAT789DHYS,434,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,6/30/2016 6:16,2/28/2017 8:56,5 - Shutdown,SCHED,MM3,PM - Preventative,CAT789DPV073,18601401,2016-JUN, $-   ,0,0,0
3341726,REEMPLAZAR SELLOS Y VISOR TANQUE DIRECCION.PCR34,REPLACING SEALS AND VISOR TANK DIRECCION.PCR34,CAT789DHYS,434,STEERING SYSTEM HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,6/30/2016 6:16,4/17/2017 16:14,5 - Shutdown,WPART,MM3,PM - Preventative,CAT789DPV180,18601401,2016-JUN, $-   ,0,0,0
3341727,CAMBIO TANQUE DE COMBUSTIBLE (REPARADO).PCR34 ( Cancelada debido a que el tanque fue cambiado de manera correctiva No Programada WO# 6281603  J. Almanzar.,CHANGE FUEL TANK (REPAIRED) .PCR34 (Canceled because the tank was changed correctively Unscheduled WO # 6281603 J. Almanzar.,CAT789DENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,6/30/2016 6:16,11/30/2016 6:15,5 - Shutdown,Cancelled,MM3,PM - Preventative,CAT789DPV154,18601401,2016-NOV, $-   ,0,0,0
3341728,"MOTOR, REMOVER E INSTALAR.PCR34",ENGINE AND REMOVE INSTALAR.PCR34,CAT789DENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,6/30/2016 6:16,01-05-17 10:07,5 - Shutdown,Complete,MM3,PM - Preventative,CAT789DPV012,18601401,2016-JUL, $-   ,0,1,1
3341729,CAMBIO DE ENFRIADOR DE ACEITE DEL MOTOR.PCR34,CHANGE OIL COOLER MOTOR.PCR34,CAT789DENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,6/30/2016 6:16,01-05-17 10:11,5 - Shutdown,Complete,MM3,PM - Preventative,CAT789DPV054,18601401,2016-JUN, $-   ,0,0,0
3343210,REEMPLAZAR CORREA DEL ALTERNADOR,REPLACING BELT ALTERNATOR,CAT789DENG,434,ALTERNATOR  ENGINE HAULTRUCK CATERPILLAR 789D 434,6/30/2016 22:48,6/30/2016 22:46,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JUN, $-   ,0,3,3
3344140,Realizar flushing rueda delantera derecha mas verificacion de tapon magnetico.,Flushing right front wheel make verification more magnetic plug.,CAT789CDTS,403,BRAKE RIGHT FRONT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,07-02-16 12:00,7/19/2016 14:38,2 - Due less than 14 days,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,2,0,2
3344148,Realizar flushing mas verificacionde de tapon magnetico del mando final derecho.,Make more verificacionde of magnetic plug the right end control flushing.,CAT789CDTS,403,FINAL DRIVE REAR RIGHT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,07-02-16 12:09,7/19/2016 11:56,2 - Due less than 14 days,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,11,0,11
3344516,Reemplazar Motor de Limpia vidrio. ,Replace Engine Clean glass.,CAT789CELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,07-03-16 7:15,07-03-16 7:06,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,0,11,11
3347466,"CAMBIO DEL ALTERNADOR,POR DEFICIENCIA EN EL VOLTAGE.","CHANGING THE ALTERNATOR, DEFICIENCY IN THE VOLTAGE.",CAT789CENG,408,ALTERNATOR  ENGINE HAULTRUCK CATERPILLAR 789C 408,07-05-16 23:25,07-05-16 23:23,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,12,20,20
3348434,Pedido local soportes para cambio de motor 789D por altas horas,Local media request for an engine change by late 789D,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,07-06-16 5:13,07-12-16 7:20,5 - Shutdown,Closed,MM3,PM - Preventative,,18601401,2016-JUL, $-   ,3,24,24
3348563,CAMBIO DE LA MANGUERA DE ENFRIAMIENTO DE LOS ROTOCHAMBER DE LOS FRENOS TRASEROS.,CHANGING THE COOLING HOSE ROTOCHAMBER rear brake.,CAT789DHYS,434,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,07-06-16 7:42,09-11-16 15:28,2 - Due less than 14 days,Complete,MM3,PM - Preventative,,18601401,2016-JUL, $-   ,0,0,0
3348616,cambio de oring pos. 5 perdida de psi.,oring change pos.ˇ5 psi loss.,CAT789DTIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,07-06-16 8:01,9/21/2016 0:00,2 - Due less than 14 days,Complete,MM3,PM - Preventative,,18601401,2016-JUL, $-   ,0,4,4
3348799,INSPECCION PREVENTIVA CADA 250HRS CATERPILLAR 789C,PREVENTIVE INSPECTION EVERY 250HRS CATERPILLAR 789C,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,07-06-16 9:45,07-11-16 10:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789CPV008,18601401,2016-JUL, $-   ,3,9,11
3348830,MANTENIMIENTO PREVENTIVO 500 HRS CATERPILLAR 789D,PREVENTIVE MAINTENANCE 500 HRS CATERPILLAR 789D,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,07-06-16 10:01,7/15/2016 14:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789DPV003,18601401,2016-JUL, $-   ,3,20,20
3348920,MANTENIMIENTO PREVENTIVO 4000 HRS CATERPILLAR 789D,PREVENTIVE MAINTENANCE 789D CATERPILLAR HRS 4000,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,07-06-16 11:28,7/14/2016 4:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789DPV006,18601401,2016-JUL, $-   ,14,22,22
3348942,AJUSTAR VALVULAS Y ROTADORES MOTOR TERMICO CAT789D,ADJUSTING VALVES AND MOTOR THERMAL ROTATORS CAT789D,CAT789DENG,422,ENGINE HAULTRUCK CATERPILLAR 789D 422,07-06-16 11:37,7/14/2016 7:25,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789DPV200,18601401,2016-JUL, $-   ,12,0,12
3348968,CAMBIO DEL O- RING DEL VISOR DEL DIFERENCIAL.*DUPLICADA CON WO 3381610*,O-RING REPLACEMENT DIFFERENTIAL DISPLAY. * DUPLICATE WITH WO 3381610 *,CAT789DDTS,434,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,07-06-16 12:15,07-06-16 12:04,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,,18601401,2016-JUL, $-   ,0,0,0
3349096,"Cambio de la manguera de enfriamiento, desde el control hoist, hasta la tuber°a superior del oil cooler de los frenos traseros.",Changing the cooling hose from the hoist control until the top line of the oil cooler of the rear brakes.,CAT789DHYS,434,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,07-06-16 13:54,07-06-16 13:48,2 - Due less than 14 days,Complete,MM3,PM - Preventative,,18601401,2016-JUL, $-   ,0,0,0
3349338,GRADUAR LUZ DE REVERSA,GRADUATION REVERSING LIGHT,CAT789DELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,07-06-16 20:52,07-06-16 20:51,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,3,0,3
3349358,MANGUERA DE ENGRASE DE LA VARRA DE DIRECCION SUELTA,GREASE HOSE VARRA STEERING THE LOOSE,CAT789DHYS,434,STEERING SYSTEM HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,07-06-16 22:26,07-06-16 22:23,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,0,0,0
3350857,MEJORA IMCA:Reemplazo Abrazaderas Acumuladores de Direcci¢n 789D.,IMCA IMPROVEMENT: Replacement Clamps accumulators 789D Address.,CAT789DHYS,422,STEERING SYSTEM HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 422,07-07-16 9:49,7/14/2016 7:07,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-JUL, $-   ,0,0,0
3351166,CAMBIO DE MANGUERA DE ENFRIAMIENTO TRASERO ( PARA FINES DE PAGO).,CHANGING COOLING HOSE REAR (for payment purposes).,CAT789CHYS,408,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 408,07-07-16 13:41,07-07-16 13:35,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,6,0,6
3352592,RECTORQUEO DE LLANTA POS 3,RIM RECTORQUEO POS 3,CAT789CTIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,07-09-16 13:25,07-09-16 13:24,1 - Due less than 7 days,Closed,MM3,PM - Preventative,,18601401,2016-JUL, $-   ,3,0,3
3353047,REALIZAR FLUSHING A LA RUEDA DELANTERA DERECHA E INSPECCIONAR TAPON MAGNETICO,FLUSHING TO MAKE RIGHT FRONT WHEEL AND INSPECT STOPPER MAGNETICO,CAT789CDTS,403,WHEEL GROUP FRONT RIGHT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,07-10-16 11:43,7/19/2016 7:45,2 - Due less than 14 days,Closed,MM3,PM - Preventative,,18601401,2016-JUL, $-   ,2,0,2
3353204,CORREGIR CARRERA ALTA DE FRENO,CORRECTING BRAKE CAREER HIGH,CAT789DDTS,434,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,07-10-16 22:55,07-10-16 22:51,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,11,0,11
3353875,REVISAR EN ETCONFIGURACION DE  LIMITE DE MARCHA DEL EQUIPO CUANDO ESTE EN SOBRECARGA MAXIMA  DEBE ESTAR CONFIGURADO PARA QUE NO PASE DE 2DA  CONFIGURAR Y AJUSTAR DE SER NECESARIO,REVIEW IN ETCONFIGURACION LIMIT WHEN TEAM UP IN MAXIMUM OVERLOAD must be configured to not exceeding 2ND SET SETTING UP AND IF NECESSARY,CAT789CELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,07-11-16 12:39,7/19/2016 5:03,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-JUL, $-   ,0,0,0
3353897,REVISAR EN ETCONFIGURACION DE  LIMITE DE MARCHA DEL EQUIPO CUANDO ESTE EN SOBRECARGA MAXIMA  DEBE ESTAR CONFIGURADO PARA QUE NO PASE DE 2DA  CONFIGURAR Y AJUSTAR DE SER NECESARIO,REVIEW IN ETCONFIGURACION LIMIT WHEN TEAM UP IN MAXIMUM OVERLOAD must be configured to not exceeding 2ND SET SETTING UP AND IF NECESSARY,CAT789CELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,07-11-16 12:46,7/23/2016 8:35,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-JUL, $-   ,0,0,0
3353970,REVISAR EN ETCONFIGURACION DE  LIMITE DE MARCHA DEL EQUIPO CUANDO ESTE EN SOBRECARGA MAXIMA  DEBE ESTAR CONFIGURADO PARA QUE NO PASE DE 2DA  CONFIGURAR Y AJUSTAR DE SER NECESARIO,REVIEW IN ETCONFIGURACION LIMIT WHEN TEAM UP IN MAXIMUM OVERLOAD must be configured to not exceeding 2ND SET SETTING UP AND IF NECESSARY,CAT789DELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,07-11-16 13:28,06-11-16 10:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-JUN, $-   ,0,0,0
3354012,REVISAR EN ETCONFIGURACION DE  LIMITE DE MARCHA DEL EQUIPO CUANDO ESTE EN SOBRECARGA MAXIMA  DEBE ESTAR CONFIGURADO PARA QUE NO PASE DE 2DA  CONFIGURAR Y AJUSTAR DE SER NECESARIO,REVIEW IN ETCONFIGURACION LIMIT WHEN TEAM UP IN MAXIMUM OVERLOAD must be configured to not exceeding 2ND SET SETTING UP AND IF NECESSARY,CAT789DELS,434,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 434,07-11-16 14:01,07-11-16 14:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-JUL, $-   ,0,0,0
3354038,CORREGIR FUGA POR MANGUERA DEL SISTEMA DE ENFRIAMIENTO DEL FRENO TRASERO IZQUIERDO.,CORRECTION FOR LEAKING COOLING SYSTEM HOSE REAR BRAKE LEFT.,CAT789CDTS,408,SYSTEM BRAKE DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 408,07-11-16 14:44,07-11-16 14:41,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,2,1,2
3355099,FALLA DEL SISTEMA DE A/C (CAMBIO SENSOR DE ALTA Y DE BAJA),SYSTEM FAILURE A / C (CHANGE SENSOR HIGH AND LOW),CAT789DACS,434,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 434,07-12-16 7:18,07-12-16 7:14,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,0,11,11
3355122,CAMBIO DE LOS FILTRO ACEITE DEL MOTOR POR EVENTO DE ENTAPONAMIENTO,CHANGING THE ENGINE OIL FILTER BY EVENT ENTAPONAMIENTO,CAT789DENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,07-12-16 7:30,07-12-16 7:28,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,6,6,11
3357215,MANTENIMIENTO PREVENTIVO 500 HRS CATERPILLAR 789C,PREVENTIVE MAINTENANCE 500 HRS CATERPILLAR 789C,CAT789C,403,HAULTRUCK CATERPILLAR 789C 403,7/13/2016 8:00,7/19/2016 2:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789CPV003,18601401,2016-JUL, $-   ,17,20,20
3357223,MANTENIMIENTO PREVENTIVO 1000 HRS CATERPILLAR 789C,PREVENTIVE MAINTENANCE HRS 1000 CATERPILLAR 789C,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,7/13/2016 8:02,7/23/2016 2:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789CPV004,18601401,2016-JUL, $-   ,11,20,20
3357246,CAMBIAR EL SENSOR DE VELOCIDAD DEL CONVERTIDOR DE TORQUE,CHANGE SPEED SENSOR TORQUE CONVERTER,CAT789CELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,7/13/2016 8:23,7/13/2016 8:20,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,5,11,12
3357667,REPARACION DE LLANTAS 37.00R57 408,37.00R57 tire repair 408,CAT789CTIR,408,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 408,7/13/2016 13:48,9/13/2016 13:46,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-SEP, $-   ,0,22,22
3360672,Reemplazar Filtro de combustible.,Replace fuel filter.,CAT789DENG,422,PUMP FUEL ENGINE HAULTRUCK CATERPILLAR 789D 422,7/15/2016 2:38,7/15/2016 2:35,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,0,1,1
3360954,REEMPLAZAR CRISTAL DELANTERO FISURA,REPLACING FRONT GLASS CRACK,CAT789DFRM,422,CAB AND CONTROLS FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 422,7/15/2016 13:07,7/15/2016 13:01,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,2,0,2
3362120,REEMPLAZAR MANGUERA DE LA TRANSMISION.,REPLACE HOSE TRANSMISSION.,CAT789CDTS,408,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 408,7/17/2016 16:03,7/17/2016 16:01,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,8,0,8
3365259,Reemplazar Toma R†pida de suministro de Combustible.,Quick Shot Replace fuel supply.,CAT789DENG,422,PUMP FUEL ENGINE HAULTRUCK CATERPILLAR 789D 422,7/19/2016 12:14,7/19/2016 12:11,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,3,13,13
3365352,MANTENIMIENTO PREVENTIVO 500 HRS CATERPILLAR 789D,PREVENTIVE MAINTENANCE 500 HRS CATERPILLAR 789D,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,7/19/2016 12:12,08-02-16 19:08,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789DPV003,18601401,2016-AUG, $-   ,0,0,0
3365483,Reemplazar cable de seguridad de la tolva,Replace safety wire hopper,CAT789CFRM,403,FRAME HAULTRUCK CATERPILLAR 789C 403,7/19/2016 12:32,7/19/2016 12:30,2 - Due less than 14 days,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,5,0,5
3365639,Reemplazar Filtro de Admisi¢n.,Replace intake filter.,CAT789CENG,408,COOLING SYSTEM ENGINE HAULTRUCK CATERPILLAR 789C 408,7/19/2016 13:13,7/19/2016 13:10,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,5,15,15
3365651,cambio de llanta pos 5 por buche y cable roto,tire change after 5 buche and broken wire,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,7/19/2016 13:23,7/19/2016 13:19,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,11,0,11
3365709,"PEDIDO DE 2 AROS 57"" PARA CAMBIO EN PCR","ORDER OF 2 SIDES 57 ""FOR CHANGE IN PCR",CAT789DTIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,7/19/2016 13:53,11-08-16 13:48,5 - Shutdown,Complete,MM9,ST - Standing,,18601401,2016-AUG, $-   ,0,0,0
3365796,Corregir Falla en el Sistema de A/C.,Correct System Failure A / C.,CAT789DACS,434,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 434,7/19/2016 14:57,7/19/2016 14:54,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,3,0,3
3365975,BAJA POTENCIA DEL MOTOR TERMICO,LOW THERMAL POWER ENGINE,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,7/19/2016 23:49,7/19/2016 23:47,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,6,0,6
3366065,SUELDAR BASE DEL ESPEJO RETROVISOR DERECHO PARTE DE ABAJO,SUELDAR MIRROR BASE RIGHT BOTTOM,CAT789C,403,HAULTRUCK CATERPILLAR 789C 403,7/20/2016 1:57,7/20/2016 1:55,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,3,0,3
3366799,RETORQUEO DE LA LLANTA POSICION # 6,RETORQUEO TIRE # 6 spot,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,7/20/2016 3:04,7/20/2016 3:03,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,2,0,2
3367087,Inspeccion y prueba del sensor de nivel de combustible por alarmas de nivel. (solicitado anteriormente en WO 3324692) (N),Inspection and testing of the fuel level sensor for level alarms.ˇ(Previously requested in WO 3324692) (N),CAT789CENG,408,ENGINE HAULTRUCK CATERPILLAR 789C 408,7/20/2016 8:29,8/19/2016 22:00,2 - Due less than 14 days,Complete,MM3,PM - Preventative,,18601401,2016-AUG, $-   ,2,0,2
3367450,INSPECCION PREVENTIVA CADA 250HRS CATERPILLAR 789D,PREVENTIVE INSPECTION EVERY 250HRS CATERPILLAR 789D,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,7/20/2016 12:34,7/29/2016 7:00,3 - Due less than 30 days,Complete,MM3,PM - Preventative,CAT789DPV008,18601401,2016-JUL, $-   ,3,9,11
3367460,INSPECCION PREVENTIVA CADA 250HRS CATERPILLAR 789D,PREVENTIVE INSPECTION EVERY 250HRS CATERPILLAR 789D,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,7/20/2016 12:39,7/31/2016 10:00,3 - Due less than 30 days,Complete,MM3,PM - Preventative,CAT789DPV008,18601401,2016-JUL, $-   ,0,3,3
3367653,"Coregir Falla en el A/C, Ocacionalmente sale el compresor",Failure Coregir the A / C compressor Occasionally it out,CAT789DACS,434,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 434,7/20/2016 15:37,7/20/2016 15:35,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,11,0,11
3367794,CARRERA DE FRENO ALTO.,CAREER HIGH BRAKE.,CAT789CDTS,403,SYSTEM BRAKE DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,7/20/2016 22:08,7/20/2016 22:07,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,3,0,3
3367808,CAMBIO DE MANGUERA DE ENFRIAMIENTO DE LOS FRENOS LADO IZQUIERDO POR FUGA DE ACEITE.,CHANGING HOSE BRAKES COOLING OF LEFT FOR OIL LEAK.,CAT789DDTS,434,BRAKE PARK DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,7/20/2016 23:31,7/20/2016 23:26,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,8,13,14
3370201,"RUIDO EXTRANO EN PARTE DEL MOTOR TERMICO, BAJA PRESION DEL MISMO, MAS LUZ FRONTAL QUEMADA","EXTRANO NOISE IN HEAT ENGINE PART, THE SAME LOW PRESSURE, MORE LIGHT FRONT QUEMADA",CAT789DENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,7/21/2016 3:00,7/21/2016 2:56,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,11,12,13
3370419,INSTALAR WITCH DE CONTROL DEL CRISTAL DE LA PUERTA IZQUIERDA DE LA CABINA (N),INSTALL CONTROL WITCH GLASS DOOR LEFT CABIN (N),CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,7/21/2016 7:45,9/20/2016 7:42,1 - Due less than 7 days,Cancelled,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,0,0,0
3371164,REEMPLAZAR CORREA DEL VENTILADOR DEL MOTOR TERMICO TERMINO VIDA UTIL.,REPLACING BELT FAN MOTOR THERMAL TERM LIFE.,CAT789DENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,7/21/2016 22:58,7/21/2016 22:53,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,9,14,14
3371167,MOTOR NO ENCIENDE Y NO PASO PRUEBA DE FRENO,MOTOR ON AND NO STEP NO BRAKE TEST,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,7/21/2016 23:18,7/21/2016 23:12,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,3,0,3
3371380,SACAR ROCA INCRUSTADA EN LA LLANTA POSICION 5 Y 6,REMOVING ROCK EMBEDDED IN TIRE POSITIONS 5 AND 6,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,7/22/2016 3:22,7/22/2016 3:20,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,5,0,5
3371428,EVALUAR Y CORREGIR EVENTO DE BAJA POTENCIA DEL MOTOR.,CORRECTING EVENT ASSESS AND LOW POWER ENGINE.,CAT789CENG,408,ENGINE HAULTRUCK CATERPILLAR 789C 408,7/22/2016 5:52,7/22/2016 5:50,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,5,0,5
3371905,CAMBIO DE ACEITE Y FILTRO DEL SISTEMA HIDRAULICO POR CONTAMINACION,OIL CHANGE HYDRAULIC SYSTEMS AND FILTER FOR CONTAMINATION,CAT789DHYS,434,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,7/22/2016 17:48,7/22/2016 17:35,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,11,11,12
3372318,Realizar flushing de aceite del diferencial  mas inspeccion de filtro. ,Perform flushing more differential oil filter inspection.,CAT789CDTS,403,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,7/23/2016 15:19,8/16/2016 15:00,2 - Due less than 14 days,Complete,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,0,0,0
3373679,CAMBIAR SENSOR DE POSICION DE LA TRANSMISION,CHANGE POSITION SENSOR TRANSMISSION,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,7/25/2016 12:18,7/25/2016 12:14,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,11,13,15
3373686,CAMBIOS DE ANTENA DEL RADIOS DE MUSICA,CHANGES MUSIC RADIO ANTENNA,CAT789C,403,HAULTRUCK CATERPILLAR 789C 403,7/25/2016 12:25,8/25/2016 14:22,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-AUG, $-   ,0,0,0
3373708,CAMBIOS DE CORREA DEL FAN DRAY DEL MOTOR CANCELADA POR FARTA D INFORMACION,CHANGES BELT FAN MOTOR DRAY Farta D CANCELLED BY INFORMATION,CAT789DENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,7/25/2016 13:05,7/25/2016 13:00,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,,18601401,2016-JUL, $-   ,0,0,0
3373835,(INSPECTORES ) REEMPLACE PANEL DE INTRUMENTO DEL TABLERO Y SELLO DE LA PUERTA (PD DE PARTES ) VALIDADO PEDIR KH,(CHECKERS) REPLACE INSTRUMENT PANEL BOARD AND SEAL DOOR (PD PARTS) ORDER VALIDATED KH,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,7/25/2016 14:06,04-10-17 10:14,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2017-APR, $-   ,0,0,0
3373872,(INSPECTORES) CAMBIAR CABLE DE ANTENA DEL RADIO PD DE NO PARTE (398-1793),(CHECKERS) CHANGE RADIO ANTENNA CABLE NO PART PD (398-1793),CAT789C,403,HAULTRUCK CATERPILLAR 789C 403,7/25/2016 14:39,2/28/2017 7:00,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,,18601401,2016-JUL, $-   ,0,0,0
3378052,INSPECCION PREVENTIVA CADA 250HRS CATERPILLAR 789C,PREVENTIVE INSPECTION EVERY 250HRS CATERPILLAR 789C,CAT789C,403,HAULTRUCK CATERPILLAR 789C 403,7/27/2016 13:46,08-03-16 7:00,3 - Due less than 30 days,Complete,MM3,PM - Preventative,CAT789CPV008,18601401,2016-JUL, $-   ,0,3,3
3378059,INSPECCION PREVENTIVA CADA 250HRS CATERPILLAR 789C,PREVENTIVE INSPECTION EVERY 250HRS CATERPILLAR 789C,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,7/27/2016 13:50,08-06-16 10:00,3 - Due less than 30 days,Complete,MM3,PM - Preventative,CAT789CPV008,18601401,2016-AUG, $-   ,3,0,3
3380044,Limpieza de sistema hidraulico,Cleaning hydraulic system,CAT789DHYS,434,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,7/28/2016 18:11,7/28/2016 18:08,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,12,11,14
