Equipo,Start Time,Week,Sistema,System_google_translated,Estado/C¢digo,C¢digo de tipo,End Time,Duration (min),Duration (hrs),Work Type,Comentario,Commentary_google_translated,Locaton
TK422,6/18/2016 11:07,Week-025,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,6/18/2016 11:29,22.23,0.4,No programado,LLANTA POSICI?N 4 PICHADA ,POSITION 4 FRONT PLATE,CRUCE HR5 Y HR3
TK422,6/18/2016 11:44,Week-025,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,6/18/2016 19:37,473.33,7.9,No programado,LLANTA POSICI?N 4 PICHADA ,POSITION 4 FRONT PLATE,MO-23
TK408,6/18/2016 19:16,Week-025,TREN DE POTENCIA,POWER TRAIN,DT-645  TREN DE POTENCIA-TRANSMISION,C¢digo Secundario,6/18/2016 21:04,107.87,1.8,No programado,COMPLETAR ACEITE DE TRANSMISION,COMPLETE TRANSMISSION OIL,ENTRADA DE COMBUSTIBLE
TK403,6/18/2016 19:24,Week-025,AIRE,AIR,AR-220  AIRE-VALVULAS,C¢digo Secundario,6/18/2016 22:33,188.85,3.1,No programado,VALVULVA DE DRENAJE DE AIRE DE FRENOS NO FUNCIONA,BRAKE AIR DRAIN VALVE DOES NOT WORK,MO-07
TK434,6/18/2016 19:36,Week-025,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,6/19/2016 0:56,319.9,5.3,Programado,LAVADO PARA PM Y CAMBIO DE LLANTAS,WASH FOR PM AND CHANGE OF TIRES,SALIDA-ESTACION COMBUSTIBLE
TK434,6/19/2016 0:56,Week-025,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,6/19/2016 5:19,262.77,4.4,Programado,PM 1000 HRS,MW 1000 HRS,SALIDA-ESTACION COMBUSTIBLE
TK434,6/19/2016 5:19,Week-025,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,6/19/2016 8:00,160.57,2.7,Programado,CAMBIO DE LLANTA POSICION 1 Y 2,CHANGING RIM POSITION 1 AND 2,SALIDA-ESTACION COMBUSTIBLE
TK408,6/19/2016 7:08,Week-025,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,6/19/2016 8:56,108.1,1.8,No programado,NO TIENE AIRE PARA ENCENDIDO,IT DOES NOT HAVE AIR FOR IGNITION,MN-14
TK403,6/19/2016 12:24,Week-025,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,6/19/2016 13:09,45.12,0.8,No programado,COMPLETAR AIRE PARA ENCENDIDO ,COMPLETE AIR FOR IGNITION,PQ-VIA2
TK422,6/19/2016 14:54,Week-025,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,6/19/2016 17:26,151.57,2.5,No programado,L?NEA ABIERTA DE ALIMENTACI?N DE CORRIENTE,OPEN POWER SUPPLY LINE,ENTRADA TALLER 
TK434,6/19/2016 8:00,Week-025,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,6/19/2016 23:25,925.18,15.4,Programado,PM 1000 HRS,PM 1000 HRS,SALIDA-ESTACION COMBUSTIBLE
TK434,6/19/2016 23:25,Week-025,HIDRAULICO,HYDRAULIC,HY-1235  HIDRAULICO-MANGUERAS/TUBERIAS,C¢digo Secundario,6/20/2016 4:13,287.82,4.8,No programado,CAMBIO DE MANGUERA DE ENFRIAMIENTO DEL SISTEMA HIDRAULICO+CAMBIO DE MANGUERA DEL SISTEMA HIDRAULICO,CHANGE OF HYDRAULIC SYSTEM COOLING HOSE + HYDRAULIC SYSTEM HOSE CHANGE,SALIDA-ESTACION COMBUSTIBLE
TK434,6/20/2016 4:13,Week-025,DIRECCION,ADDRESS,ST-1810  DIRECCION-BRAZO DE DIRECCION,C¢digo Secundario,6/20/2016 6:29,136.98,2.3,No programado,CAMBIO DE LOS DOS CILINDROS DE DIRECCION,CHANGE OF THE TWO STEERING CYLINDERS,SALIDA-ESTACION COMBUSTIBLE
TK408,6/20/2016 7:58,Week-026,MOTOR,MOTOR,EN-1025  MOTOR-COMBUSTIBLE,C¢digo Secundario,6/20/2016 10:22,143.27,2.4,No programado,SE APAGO POR COMBUSTIBLE,TURNED OFF BY FUEL,CRUCE HR5 Y HR3
TK403,6/20/2016 15:07,Week-026,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,6/20/2016 16:59,111.82,1.9,No programado,COMPLETAR AIRE PARA ENCENDIDO ,COMPLETE AIR FOR IGNITION,HR7-VIA5
TK434,6/20/2016 6:30,Week-026,DIRECCION,ADDRESS,ST-1810  DIRECCION-BRAZO DE DIRECCION,C¢digo Secundario,6/20/2016 18:15,705.55,11.8,No programado,CAMBIO DE LOS DOS CILINDROS DE DIRECCION,CHANGE OF THE TWO STEERING CYLINDERS,SALIDA-ESTACION COMBUSTIBLE
TK403,6/20/2016 19:41,Week-026,LUBRICACION,LUBRICATION,LU-1405  LUBRICACION-SISTEMA DE LUBRICACION,C¢digo Secundario,6/20/2016 19:50,8.98,0.1,No programado,COMPLETAR TANQUE DE GRASA,COMPLETE FAT TANK,PARQUEO HR6
TK408,6/20/2016 10:22,Week-026,HIDRAULICO,HYDRAULIC,HY-1235  HIDRAULICO-MANGUERAS/TUBERIAS,C¢digo Secundario,6/21/2016 2:56,994.57,16.6,No programado,FUGA POR TUBER?A DE ENFRIAMIENTO LADO DERECHO  TRASERO DE LOS FRENOS + REPARACI?N DE ESCALERA LADO DERECHO + REEMPLAZAR MANGUERA DE LA BOMBA DEL CONVERTIDO + CORREGIR FUGA POR EL TAP?N DE DRENAJE DEL TANQUE HIDR?ULICO  ,COOLING TUBE LEVER RIGHT REAR BRAKE SIDE + RIGHT SIDE STAGE REPAIR + REPLACE CONVERT PUMP HOSE + CORRECT LEAKAGE BY HYDRAULIC TANK DRAIN TAP,CRUCE HR5 Y HR3
TK408,6/21/2016 6:59,Week-026,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,6/21/2016 7:08,8.42,0.1,No programado,NO ENCIENDE POR FALTA DE AIRE,DO NOT IGNITE FOR LACK OF AIR,MO-07
TK434,6/21/2016 7:25,Week-026,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,6/21/2016 8:31,65.93,1.1,No programado,COMPLETIVO DE AIRE LLANTAS TRASERAS,AIR COMPLEX REAR TIRES,COMBUSTIBLE TALLER
TK408,6/21/2016 12:59,Week-026,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,6/21/2016 14:43,104.22,1.7,No programado,NO ENCIENDE POR FALTA DE AIRE,DO NOT IGNITE FOR LACK OF AIR,D-PAGA/190
TK403,6/22/2016 4:18,Week-026,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,6/22/2016 9:00,281.95,4.7,No programado,LAVADO PARA PM 2000 HRS,WASH FOR PM 2000 HRS,ENTRADA DE COMBUSTIBLE
TK408,6/22/2016 3:43,Week-026,AIRE,AIR,AR-220  AIRE-VALVULAS,C¢digo Secundario,6/22/2016 9:28,344.73,5.7,No programado,CORRECCION FUGA DE AIRE POR PALANCA DEL RETARDADOR MANUAL;,AIR TRAFFIC CORRECTION BY MANUAL RETARDER LEVER;,MO-07
TK408,6/22/2016 9:45,Week-026,IMPLEMENTOS,IMPLEMENTS,IM-1350  IMPLEMENTOS-TOLVA/CAMA,C¢digo Secundario,6/22/2016 10:16,31.23,0.5,No programado,REPOSICION DEL CABLE DE SEGURIDAD DE LA TOLVA,CABLE SAFETY CABLE REPLACEMENT,HR6-VIA2
TK422,6/23/2016 7:44,Week-026,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-815  ELECTRICO 12/24 VOLTS-CONTROL,C¢digo Secundario,6/23/2016 7:56,12.27,0.2,No programado,"SUAVIZAR EL MASTER, ESTA MUY  RIGIDO","SUCKING THE MASTER, IT'S VERY RIGID",COMBUSTIBLE TALLER
TK403,6/22/2016 9:00,Week-026,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,6/23/2016 9:39,1478.95,24.6,Programado,PM 2000 HRS,PM 2000 HRS,ENTRADA DE COMBUSTIBLE
TK403,6/23/2016 9:39,Week-026,MOTOR,MOTOR,EN-1025  MOTOR-COMBUSTIBLE,C¢digo Secundario,6/23/2016 15:11,332.1,5.5,Programado,CAMBIO DE MANGUERAS DEL TANQUE DE COMBUSTIBLE + BACKLOGS,CHANGING FUEL TANK HOSE + BACKLOGS,ENTRADA DE COMBUSTIBLE
TK403,6/23/2016 15:11,Week-026,TREN DE POTENCIA,POWER TRAIN,DT-645  TREN DE POTENCIA-TRANSMISION,C¢digo Secundario,6/23/2016 18:19,187.67,3.1,Programado,INSTALACION DE SELLO DEL JOKY DE LA TRANSMISION,TRANSMISSION JOKY SEAL INSTALLATION,ENTRADA DE COMBUSTIBLE
TK422,6/23/2016 22:36,Week-026,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-820  ELECTRICO 12/24 VOLTS-LUCES,C¢digo Secundario,6/23/2016 23:02,26.28,0.4,No programado,SE REEMPLAZ? EL BOMBILLO DEL FAROL DELANTERO SUPERIOR DERECHO,IS REPLACED?†THE FRONT HEADLIGHT BULB,ENTRADA DE COMBUSTIBLE
TK408,6/23/2016 1:34,Week-026,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2005  GOMAS, AROS Y LLANTAS-AROS/ACCESORIOS",C¢digo Secundario,6/23/2016 23:48,1334.33,22.2,No programado,SE LE CAMBIO LA EXTENSI?N DE V?LVULA Y EL O-RING DE LA POSICI?N 4,THE VALVE EXTENSION AND THE O-RING OF POSITION 4 WAS CHANGED,HR7-VIA3
TK403,6/24/2016 7:37,Week-026,SEGURIDAD,SECURITY,SF-1620  SEGURIDAD-SUPRESION DE INCENDIOS,C¢digo Secundario,6/24/2016 8:30,53.45,0.9,No programado,ACTUADOR DE LA CABINA DESCONECTADO,CAB ACTUATOR DISCONNECTED,HR7-VIA7
TK403,6/24/2016 19:42,Week-026,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-815  ELECTRICO 12/24 VOLTS-CONTROL,C¢digo Secundario,6/24/2016 21:18,96.48,1.6,No programado,CAMBIO DE SENSOR DE TEMPERATURA DE FRENOS ,BRAKES TEMPERATURE SENSOR CHANGE,ENTRADA DE COMBUSTIBLE
TK408,6/25/2016 17:30,Week-026,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-810  ELECTRICO 12/24 VOLTS-BATERIA,C¢digo Secundario,6/25/2016 20:59,208.48,3.5,No programado,SE REEMPLAZ? TERMINAL DE BATER?A EL NEGATIVO ,IS REPLACED?†TERMINAL OF BEATING THE NEGATIVE,ENTRADA TALLER 
TK434,6/25/2016 19:42,Week-026,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,6/26/2016 0:56,314.7,5.2,No programado,CAMBIO DE LLANTA  1 Y 2 ,CHANGING RIM 1 AND 2,ENTRADA DE COMBUSTIBLE
TK403,6/26/2016 4:40,Week-026,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,6/26/2016 5:19,39.32,0.7,No programado,NO ENCIENDE POR AIRE,DO NOT IGNITE BY AIR,PARQUEO 180
TK408,6/27/2016 1:43,Week-026,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,6/27/2016 5:22,218.7,3.6,Programado,LAVADO PM 500 HRS + BACKLOG,WASH PM 500 HRS + BACKLOG,ENTRADA DE COMBUSTIBLE
TK408,6/27/2016 5:22,Week-026,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,6/27/2016 6:29,67.37,1.1,Programado,PM 500 HRS + BACKLOG,PM 500 HRS + BACKLOG,ENTRADA DE COMBUSTIBLE
TK403,6/27/2016 9:27,Week-027,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,6/27/2016 15:01,333.82,5.6,Programado,CAMBIO DE LLANTAS 1 Y 2,CHANGE OF 1 AND 2 RIMS,MO290C010
TK408,6/27/2016 6:30,Week-027,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,6/27/2016 15:08,518.43,8.6,Programado,PM 500 HRS + BACKLOG,PM 500 HRS + BACKLOG,ENTRADA DE COMBUSTIBLE
TK434,6/29/2016 3:13,Week-027,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,6/29/2016 10:05,411.72,6.9,No programado,CAMBIO DE LLANTAS POSICION 6,POSITION 6 TIRES CHANGE,ENTRADA DE COMBUSTIBLE
TK403,6/29/2016 16:26,Week-027,SEGURIDAD,SECURITY,SF-1620  SEGURIDAD-SUPRESION DE INCENDIOS,C¢digo Secundario,6/29/2016 17:02,35.77,0.6,No programado,SE CONECTO EL ARNêS DEL INICIADOR DEL AFEX DE LA CABINA ,THE AFEX INITIATOR OF THE CABIN IS CONNECTED,PQ-VIA2
TK422,6/30/2016 2:29,Week-027,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-815  ELECTRICO 12/24 VOLTS-CONTROL,C¢digo Secundario,6/30/2016 3:44,75.43,1.3,No programado,CAMBIO DE SWICH MASTER POR MAL ESTADO,SWICH MASTER CHANGE FOR BAD STATE,COMBUSTIBLE TALLER
TK434,6/30/2016 20:44,Week-027,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,6/30/2016 22:45,120.82,2,No programado,INSPECCION DEL AIRE ACONDICIONADO NO ESTA ENFRIANDO Y RECONECTAR MANGUERA DE ENGRASE,AIR CONDITIONING INSPECTION IS NOT COOLING AND RECOVERING GROUND HOSE,ENTRADA DE COMBUSTIBLE
TK434,6/30/2016 23:14,Week-027,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-805  ELECTRICO 12/24 VOLTS-ALTERNADOR  ,C¢digo Secundario,07-01-16 2:04,169.77,2.8,No programado,REEMPLAZO DE LA CORREA DEL ALTERNADOR POR ROTURA,REPLACING THE ALTERNATOR BELT BY BREAKING,PARQUEO TALLER
TK434,07-01-16 5:17,Week-027,MOTOR,MOTOR,EN-1035  MOTOR-ACEITE,C¢digo Secundario,07-01-16 5:37,19.97,0.3,No programado,SE REALIZO INSPECCION POR EVENTO DE FILTRO ACEITE MOTOR,EVENT INSPECTION PER EVENT OF ENGINE OIL FILTER,ENTRADA DE COMBUSTIBLE
TK434,07-01-16 8:32,Week-027,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,07-01-16 8:42,9.47,0.2,No programado,SE INSPECCIONO RUIDO EN LOS FRENOS ,INSPECTION NOISE ON THE BRAKES,ENTRADA DE COMBUSTIBLE
TK422,07-01-16 13:28,Week-027,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,07-01-16 14:36,68.68,1.1,No programado,SE COMPLETARON LOS PSI DE LA LLANTA POSICI?N 5,PSI COMPLETED FROM THE THREAD POSITION 5,COMBUSTIBLE TALLER
TK408,07-03-16 5:19,Week-027,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,07-03-16 10:09,289.08,4.8,No programado,LIMPIA PARABRISAS NO FUNCIONA,WINDSCREEN WIPER DOES NOT WORK,PARQUEO TALLER
TK422,07-03-16 7:37,Week-027,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,07-03-16 10:35,178.43,3,Programado,INSP 250 HRS,INSP 250 HRS,ENTRADA DE COMBUSTIBLE
TK422,07-03-16 10:35,Week-027,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,07-03-16 11:14,39.08,0.7,No programado,COMPLETANDO AIRE,COMPLETING AIR,ENTRADA DE COMBUSTIBLE
TK434,07-04-16 8:18,Week-028,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,07-04-16 11:34,196.45,3.3,Programado,INSP 250 HRS,INSP 250 HRS,ENTRADA DE COMBUSTIBLE
TK434,07-04-16 11:34,Week-028,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,07-04-16 14:35,180.98,3,No programado,RUIDO ANORMAL EN LOS FRENOS,FREQUENT NOISE ON BRAKES,ENTRADA DE COMBUSTIBLE
TK403,07-05-16 8:50,Week-028,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,07-05-16 9:00,9.68,0.2,No programado,CAMBIO DE LLANTA POSICION 4,CHANGE OF RIM POSITION 4,ENTRADA DE COMBUSTIBLE
TK408,07-05-16 21:32,Week-028,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-825  ELECTRICO 12/24 VOLTS-ARRANQUE,C¢digo Secundario,07-05-16 23:30,118.43,2,No programado,NO ENCIENDE,IT DOES NOT TURN ON,B-HG2E/310-064
TK408,07-05-16 23:41,Week-028,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-810  ELECTRICO 12/24 VOLTS-BATERIA,C¢digo Secundario,07-06-16 13:33,832.15,13.9,No programado,FALLA EN EL SISTEMA DE CARGA DE LA BETERIA,FAILURE IN THE BETERY LOADING SYSTEM,B-HG2E/310-064
TK422,07-06-16 21:06,Week-028,BAJO VOLTAJE,LOW VOLTAGE,LV-710  BAJO VOLTAJE-LUCES,C¢digo Secundario,07-06-16 22:28,82.28,1.4,No programado,AJUSTAR LUZ DE ALTA INTENSIDAD DE RETROCESO DEL LADO IZQUIERDO,ADJUST HIGH LEFT SIDE BACKSPIDGE LIGHT,ENTRADA DE COMBUSTIBLE
TK434,07-06-16 23:02,Week-028,LUBRICACION,LUBRICATION,LU-1405  LUBRICACION-SISTEMA DE LUBRICACION,C¢digo Secundario,07-06-16 23:20,17.68,0.3,No programado,FUGA POR UNA MANGUERA DEL TANQUE DE GRASA,LEAK FOR A FAN TANK HOSE,ENTRADA DE COMBUSTIBLE
TK403,07-07-16 16:18,Week-028,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,07-07-16 16:32,14.47,0.2,No programado,LLANTA POSICION 4 REVENTADA,ROLLED PLATE 4 POSITION,MO-11
TK408,07-07-16 13:59,Week-028,HIDRAULICO,HYDRAULIC,HY-1235  HIDRAULICO-MANGUERAS/TUBERIAS,C¢digo Secundario,07-07-16 23:31,571.28,9.5,No programado,SE LE CAMBIO MANGUERA HIDR?ULICA DE ENFRIAMIENTO DE LOS FRENOS TRASERO IZQUIERDO,CHANGE HYDRAULIC HYDRAULIC HOSE OF FRONT BRAKES LEFT,CRUCE HR5 Y HR3
TK434,07-07-16 23:14,Week-028,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,07-07-16 23:34,20.33,0.3,No programado,SE AJUSTO L?NEA DE LA BOCINA,IT IS ADJUSTED LINE OF THE HORN,ENTRADA DE COMBUSTIBLE
TK408,07-07-16 23:56,Week-028,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,07-08-16 1:24,87.52,1.5,No programado,SE ABASTECIDO DE AIRE PARA ENCENDIDO ,IF SUPPLIED WITH AIR FOR IGNITION,CRUCE HR5 Y HR3
TK434,07-08-16 0:43,Week-028,MOTOR,MOTOR,EN-1025  MOTOR-COMBUSTIBLE,C¢digo Secundario,07-08-16 2:05,81.6,1.4,No programado,SE REEMPLAZO MANGUERA DE COMBUSTIBLE DEL FILTRO DE LA BOMBA DE CEBADO ,REPLACE FUEL HOSE OF PREWASH PUMP FILTER,COMBUSTIBLE TALLER
TK403,07-07-16 16:36,Week-028,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,07-08-16 5:11,754.8,12.6,Programado,SE CAMBIO LA LLANTA POSICI?N 4,THE RANGE POSITION IS CHANGED 4,MO-09
TK403,07-09-16 8:00,Week-028,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,07-09-16 10:18,137.33,2.3,Programado,INSP. 250 HRS,INSP.†250 HRS,PARQUEO HR6
TK403,07-09-16 13:29,Week-028,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2005  GOMAS, AROS Y LLANTAS-AROS/ACCESORIOS",C¢digo Secundario,07-09-16 14:05,35.7,0.6,Programado,RETORQUEO DE LLANTAS,RETURNING OF TIRES,ENTRADA DE COMBUSTIBLE
TK434,07-09-16 14:50,Week-028,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,07-09-16 17:10,140,2.3,No programado,SE LIMPIARON LOS CONTACTOS DE LOS CONTROLES DEL A/C,A / C CONTROL CONTACTS CLEANED,MO-14
TK434,07-09-16 18:41,Week-028,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,07-09-16 19:50,69.02,1.2,No programado,SE REALIZO SANGRADO AL FRENO DELANTE + SE REALIZO INSPECCIONO GENERAL AL SISTEMA DE AIRE ACONDICIONADO ,BLEEDING OF THE FRONT BRAKE + GENERAL INSPECTION TO THE AIR CONDITIONING SYSTEM,S-MG3A/410
TK403,07-10-16 20:34,Week-028,TREN DE POTENCIA,POWER TRAIN,DT-610  TREN DE POTENCIA-CONTROLES,C¢digo Secundario,07-10-16 23:46,192.03,3.2,No programado,SE AJUSTO SENSOR SUPERIOR DEL CONVERTIDOR DE PAR ,ADJUST HIGH SENSOR OF PAR CONVERTER,CRUCE HR5 Y HR3
TK434,07-11-16 9:28,Week-029,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,07-11-16 11:23,115.7,1.9,No programado,NO FUNCIONA EL AIRE ACONDICIONADO,AIR CONDITIONING DOES NOT WORK,QQ-03
TK408,07-11-16 14:40,Week-029,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,07-11-16 16:40,120,2,Programado,INSP 250 HRS,INSP 250 HRS,PARQUEO HR6
TK408,07-11-16 16:40,Week-029,FRENOS,BRAKES,BK-305  FRENOS-ACUMULADOR DE FRENOS,C¢digo Secundario,07-11-16 17:41,60.2,1,No programado,CAMBIO DE SELLO DE MANGUERA DE ENFRIAMIENTO FRENO TRASERO IZQUIERDO,CHANGE OF COOLER HOSE SEAL LEFT REAR BRAKE,PARQUEO HR6
TK408,07-11-16 19:51,Week-029,SEGURIDAD,SECURITY,SF-1620  SEGURIDAD-SUPRESION DE INCENDIOS,C¢digo Secundario,07-11-16 20:07,16.12,0.3,No programado,MONITOR SISTEMA AFEX DESACTIVADO,MONITOR AFEX SYSTEM OFF,PARQUEO HR6
TK408,07-12-16 7:36,Week-029,AIRE,AIR,AR-220  AIRE-VALVULAS,C¢digo Secundario,07-12-16 8:02,25.48,0.4,No programado,FUGA DE AIRE POR PEDAL DE FRENO+ COMPLETAR AIRE PARA ENCENDIDO,AIR TRAIL BY BRAKE PEDAL + COMPLETE AIR FOR IGNITION,ENTRADA-PARQUEO 180
TK434,07-12-16 8:33,Week-029,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,07-12-16 10:38,124.27,2.1,No programado,FILTRO DE ACEITE DE MOTOR,ENGINE OIL FILTER,ENTRADA DE COMBUSTIBLE
TK434,07-12-16 10:38,Week-029,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,07-12-16 11:15,36.92,0.6,No programado,AIRE ACONDICIONADO NO FUNCIONA,AIR CONDITIONING DOES NOT WORK,ENTRADA DE COMBUSTIBLE
TK434,07-12-16 15:18,Week-029,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,07-12-16 16:55,96.78,1.6,No programado,AIRE ACONDICIONADO ENTRA Y SALE,AIR CONDITIONING ENTER AND SALE,ENTRADA DE COMBUSTIBLE
TK403,7/13/2016 7:52,Week-029,HIDRAULICO,HYDRAULIC,HY-1235  HIDRAULICO-MANGUERAS/TUBERIAS,C¢digo Secundario,7/13/2016 11:19,207.3,3.5,No programado,FUGA DE ACEITE POR EL AREA DEL CONVERTIDOR,OIL LEAKAGE BY THE CONVERTER AREA,ENTRADA DE COMBUSTIBLE
TK422,7/14/2016 3:04,Week-029,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,7/14/2016 5:58,173.47,2.9,Programado,LAVADO PARA PM 4000 HRS + CALIBRACI?N DEL MOTOR + BACKLOGS,WASH FOR PM 4000 HRS + ENGINE CALIBRATION + BACKLOGS,QQ-03
TK403,7/14/2016 21:09,Week-029,CABINA/CHASSIS,CAB / CHASSIS,CC-420  CABINA/CHASSIS-ESTRUCTURA,C¢digo Secundario,7/14/2016 21:58,49.77,0.8,No programado,ROSE DE GUARDA LODO CON LLANTA POSICION 2,ROSE OF GUARD LODO WITH TIRE POSITION 2,PARQUEO HR6
TK408,7/15/2016 13:42,Week-029,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-815  ELECTRICO 12/24 VOLTS-CONTROL,C¢digo Secundario,7/15/2016 13:51,8.28,0.1,No programado,EN ESPERA DEL CONTROL DEL CRISTAL ,WAITING FOR GLASS CONTROL,ENTRADA DE COMBUSTIBLE
TK434,7/15/2016 10:36,Week-029,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,7/15/2016 13:51,194.6,3.2,No programado,SE AJUSTO EL CLUTCH DEL A/C COMPRESOR ,THE CLUTCH OF THE A / C COMPRESSOR IS ADJUSTED,SALIDA-ESTACION COMBUSTIBLE
TK422,7/14/2016 5:58,Week-029,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,7/15/2016 17:31,2133.62,35.6,Programado,PM 4000 HRS + CALIBRACI?N DEL MOTOR + BACKLOGS,PM 4000 HRS + ENGINE CALIBRATION + BACKLOGS,QQ-03
